Customer_ID,Date,Month,Quarter,Review_Text,Star_Rating,CSAT_Score,DSAT_Score,NPS_Score,NPS_Category,Department,Product_Name,Product_Category,Issue_Type,Region,Channel,Agent_Name,Resolution_Status,Resolution_Time_Hours,Follow_Up_Required,Repeat_Customer,Purchase_Value_INR,Escalated
CUST_10010,2023-01-01,January,Q1,Fraudulent company. Charged twice for same order. Support team is completely useless.,5,1,0,0,Detractor,Technical Support,Tablet,Home Appliances,None,Ahmedabad,Email,Agent_Priya,Escalated to Manager,113,Yes,No,147805.55,Yes
CUST_10011,2023-03-29,March,Q1,Delivery was on time but packaging could be better. Product works as expected.,5,1,0,3,Detractor,Delivery & Shipping,Smart Watch,Audio & Video,None,Bangalore,Phone Call,Agent_Neha,Refund Processed,22,No,First Time,40125.97,No
CUST_10012,2023-07-25,July,Q3,Outstanding quality product and excellent after sales support. Highly recommended.,5,1,0,0,Detractor,Sales,Washing Machine,Audio & Video,None,Hyderabad,Social Media,Agent_Arjun,Closed - No Action,16,No,Yes,37561.89,No
CUST_10013,2023-08-14,August,Q3,Worst delivery experience. Package left outside in rain. Product damaged. No accountability.,4,1,0,4,Detractor,Delivery & Shipping,Laptop,Computing,None,Mumbai,Phone Call,Agent_Priya,Resolved,111,Yes,First Time,49899.06,No
CUST_10014,2024-08-07,August,Q3,Customer service was responsive but took 3 days to resolve a simple query.,2,0,1,6,Detractor,After Sales Service,Tablet,Computing,Billing error,Chennai,Website,Agent_Neha,Closed - No Action,13,No,No,14991.16,No
CUST_10015,2023-02-25,February,Q1,Product is fine but shipping took longer than expected. Overall average experience.,4,1,0,2,Detractor,Product Quality,Mobile Phone,Computing,None,Pune,Mobile App,Agent_Pooja,Resolved,32,No,First Time,29142.72,No
CUST_10016,2023-09-13,September,Q3,Okay experience overall. Some minor issues at start but sorted out eventually.,2,0,1,6,Detractor,After Sales Service,Mobile Phone,Computing,Late delivery,Delhi,Email,Agent_Arjun,Resolved,119,Yes,Yes,113158.04,No
CUST_10017,2023-03-02,March,Q1,Nothing special about this product. Does what it says but lacks premium feel.,4,1,0,2,Detractor,Sales,Television,Home Appliances,None,Mumbai,Social Media,Agent_Raj,Closed - No Action,37,No,First Time,63739.62,No
CUST_10018,2024-08-16,August,Q3,Outstanding customer service! Agent resolved my issue within minutes. Will buy again.,3,0,0,0,Detractor,Product Quality,Camera,Audio & Video,Installation issue,Hyderabad,Email,Agent_Rahul,Refund Processed,65,Yes,First Time,137948.38,No
CUST_10019,2023-03-12,March,Q1,Product is decent but a bit overpriced compared to competitors. Would consider again.,1,0,1,6,Detractor,Delivery & Shipping,Tablet,Audio & Video,Billing error,Chennai,Social Media,Agent_Priya,Refund Processed,75,Yes,First Time,89380.61,No
CUST_10020,2023-09-25,September,Q3,Satisfactory purchase. Product performs adequately though battery life could be improved.,4,1,0,1,Detractor,Technical Support,Refrigerator,Electronics,None,Chennai,Live Chat,Agent_Vikram,Pending,86,No,No,97002.37,No
CUST_10021,2023-04-13,April,Q2,Top quality product and excellent service. Team went above and beyond. Thank you.,4,1,0,7,Passive,Returns & Refunds,Mobile Phone,Audio & Video,None,Kolkata,Phone Call,Agent_Pooja,Resolved,113,Yes,No,37020.52,No
CUST_10022,2024-10-31,October,Q4,Very bad experience. Total disaster from ordering to delivery. Never again.,5,1,0,4,Detractor,Product Quality,Camera,Mobile & Accessories,None,Kolkata,Mobile App,Agent_Priya,Pending,34,Yes,Yes,17756.59,No
CUST_10023,2023-12-18,December,Q4,Product broke within first week. Clearly poor quality control. Do not buy.,5,1,0,0,Detractor,Payment & Billing,Refrigerator,Mobile & Accessories,None,Ahmedabad,Live Chat,Agent_Rahul,Resolved,82,Yes,No,63824.58,No
CUST_10024,2023-09-26,September,Q3,Loved the product completely. Worth every penny. Customer service was also excellent.,5,1,0,8,Passive,After Sales Service,Television,Electronics,None,Pune,In Store Visit,Agent_Rahul,Resolved,10,Yes,First Time,141785.12,No
CUST_10025,2024-07-19,July,Q3,Worst delivery experience. Package left outside in rain. Product damaged. No accountability.,5,1,0,3,Detractor,Sales,Television,Home Appliances,None,Bangalore,Email,Agent_Raj,Escalated to Manager,116,No,Yes,139996.66,Yes
CUST_10026,2024-07-27,July,Q3,Received a used product in place of new one. Customer care keeps putting me on hold.,5,1,0,6,Detractor,Customer Support,Headphones,Home Appliances,None,Chennai,Website,Agent_Amit,Pending,113,No,Yes,62138.01,No
CUST_10027,2023-04-21,April,Q2,Outstanding quality product and excellent after sales support. Highly recommended.,3,0,0,0,Detractor,Product Quality,Headphones,Home Appliances,No response,Ahmedabad,Phone Call,Agent_Sneha,Closed - No Action,40,Yes,Yes,123170.19,No
CUST_10028,2023-03-13,March,Q1,Mixed experience. Product is good but delivery tracking system needs improvement.,4,1,0,9,Promoter,Technical Support,Washing Machine,Mobile & Accessories,None,Pune,Mobile App,Agent_Arjun,Escalated to Manager,4,Yes,No,17743.59,Yes
CUST_10029,2024-03-20,March,Q1,Product is acceptable for everyday use. Not best quality but adequate for price paid.,1,0,1,6,Detractor,Technical Support,Air Conditioner,Electronics,Product not as described,Pune,In Store Visit,Agent_Arjun,Resolved,116,Yes,No,86699.91,No
CUST_10030,2024-12-04,December,Q4,Very satisfied with entire process from ordering to delivery. Exactly what I needed.,4,1,0,8,Passive,Technical Support,Refrigerator,Mobile & Accessories,None,Pune,Email,Agent_Pooja,Refund Processed,41,No,Yes,99676.43,No
CUST_10031,2024-02-17,February,Q1,Satisfactory purchase. Product performs adequately though battery life could be improved.,5,1,0,6,Detractor,Customer Support,Washing Machine,Audio & Video,None,Chennai,Social Media,Agent_Vikram,Replacement Sent,96,No,First Time,135469.43,No
CUST_10032,2023-10-21,October,Q4,Billing issue has not been resolved for 2 months. No one from team is responding.,5,1,0,10,Promoter,Sales,Refrigerator,Electronics,None,Hyderabad,Social Media,Agent_Neha,Closed - No Action,87,Yes,No,32448.36,No
CUST_10033,2024-10-10,October,Q4,Perfect condition arrived on time. Very pleased with the purchase and service.,3,0,0,0,Detractor,Technical Support,Tablet,Home Appliances,Rude staff,Delhi,Website,Agent_Sneha,Replacement Sent,29,Yes,Yes,121081.15,No
CUST_10034,2023-03-16,March,Q1,Very bad experience. Total disaster from ordering to delivery. Never again.,5,1,0,1,Detractor,Sales,Smart Watch,Computing,None,Chennai,Mobile App,Agent_Vikram,Closed - No Action,52,Yes,First Time,36975.67,No
CUST_10035,2024-06-14,June,Q2,Outstanding quality product and excellent after sales support. Highly recommended.,2,0,1,7,Passive,Product Quality,Smart Watch,Audio & Video,Wrong item sent,Chennai,Website,Agent_Priya,Closed - No Action,103,No,First Time,69964.16,No
CUST_10036,2024-03-12,March,Q1,Wonderful experience shopping here. Easy return policy and very helpful support.,5,1,0,8,Passive,After Sales Service,Camera,Computing,None,Bangalore,Mobile App,Agent_Neha,Closed - No Action,34,No,First Time,112890.63,No
CUST_10037,2024-03-26,March,Q1,Mixed experience. Product is good but delivery tracking system needs improvement.,5,1,0,3,Detractor,Payment & Billing,Mobile Phone,Computing,None,Chennai,Live Chat,Agent_Pooja,Escalated to Manager,115,Yes,Yes,81252.76,Yes
CUST_10038,2023-08-08,August,Q3,Product broke within first week. Clearly poor quality control. Do not buy.,5,1,0,9,Promoter,Sales,Mobile Phone,Electronics,None,Pune,Live Chat,Agent_Arjun,Closed - No Action,54,No,No,9808.72,No
CUST_10039,2024-08-12,August,Q3,Defective product received and no response from support team. Extremely frustrated.,5,1,0,7,Passive,After Sales Service,Headphones,Home Appliances,None,Mumbai,Live Chat,Agent_Raj,Closed - No Action,110,Yes,No,133800.41,No
CUST_10040,2023-01-30,January,Q1,Product is defective and return process is a nightmare. Waiting 3 weeks for refund.,3,0,0,1,Detractor,Technical Support,Headphones,Computing,Wrong item sent,Pune,Mobile App,Agent_Amit,Closed - No Action,80,Yes,No,80351.48,No
CUST_10041,2023-07-06,July,Q3,Okay experience overall. Some minor issues at start but sorted out eventually.,2,0,1,6,Detractor,Payment & Billing,Laptop,Mobile & Accessories,No response,Pune,Live Chat,Agent_Sneha,Closed - No Action,44,No,No,114303.84,No
CUST_10042,2023-01-20,January,Q1,Excellent build quality and performance. Setup was easy. Works flawlessly.,5,1,0,0,Detractor,Product Quality,Camera,Audio & Video,None,Hyderabad,Phone Call,Agent_Priya,Replacement Sent,6,Yes,Yes,113257.86,No
CUST_10043,2024-04-29,April,Q2,Customer service was responsive but took 3 days to resolve a simple query.,2,0,1,2,Detractor,Returns & Refunds,Mobile Phone,Mobile & Accessories,Wrong item sent,Ahmedabad,Mobile App,Agent_Raj,Escalated to Manager,78,Yes,First Time,91283.5,Yes
CUST_10044,2023-11-16,November,Q4,Extremely disappointed. Product stopped working after just 2 days. No help from support.,1,0,1,9,Promoter,Sales,Tablet,Electronics,Billing error,Pune,Mobile App,Agent_Sneha,Resolved,14,Yes,No,104730.35,No
CUST_10045,2024-11-08,November,Q4,Pathetic quality and even worse customer support. No resolution after 5 escalations.,3,0,0,2,Detractor,Delivery & Shipping,Air Conditioner,Computing,Late delivery,Hyderabad,Email,Agent_Vikram,Closed - No Action,56,No,First Time,144137.74,No
CUST_10046,2024-10-28,October,Q4,Fraudulent company. Charged twice for same order. Support team is completely useless.,2,0,1,7,Passive,After Sales Service,Washing Machine,Home Appliances,No response,Ahmedabad,Social Media,Agent_Divya,Escalated to Manager,110,No,Yes,37201.53,Yes
CUST_10047,2024-09-16,September,Q3,Top quality product and excellent service. Team went above and beyond. Thank you.,5,1,0,4,Detractor,Technical Support,Headphones,Audio & Video,None,Mumbai,Social Media,Agent_Pooja,Pending,63,No,No,32211.92,No
CUST_10048,2024-07-23,July,Q3,Mixed experience. Product is good but delivery tracking system needs improvement.,5,1,0,10,Promoter,Returns & Refunds,Laptop,Computing,None,Delhi,Phone Call,Agent_Vikram,Closed - No Action,72,No,First Time,113845.62,No
CUST_10049,2023-04-06,April,Q2,Extremely disappointed. Product stopped working after just 2 days. No help from support.,4,1,0,6,Detractor,Returns & Refunds,Washing Machine,Audio & Video,None,Pune,Mobile App,Agent_Sneha,Escalated to Manager,85,No,No,87442.56,Yes
CUST_10050,2024-04-09,April,Q2,Outstanding quality product and excellent after sales support. Highly recommended.,3,0,0,3,Detractor,Payment & Billing,Washing Machine,Home Appliances,Billing error,Kolkata,Phone Call,Agent_Priya,Replacement Sent,41,Yes,First Time,18373.43,No
CUST_10051,2024-08-26,August,Q3,Mixed experience. Product is good but delivery tracking system needs improvement.,5,1,0,8,Passive,Payment & Billing,Camera,Home Appliances,None,Delhi,Website,Agent_Sneha,Escalated to Manager,30,Yes,No,54451.72,Yes
CUST_10052,2024-07-20,July,Q3,Outstanding customer service! Agent resolved my issue within minutes. Will buy again.,3,0,0,0,Detractor,Customer Support,Washing Machine,Mobile & Accessories,Rude staff,Ahmedabad,Email,Agent_Rahul,Refund Processed,61,Yes,No,72067.77,No
CUST_10053,2023-04-27,April,Q2,Excellent build quality and performance. Setup was easy. Works flawlessly.,5,1,0,1,Detractor,Sales,Mobile Phone,Home Appliances,None,Ahmedabad,Email,Agent_Divya,Replacement Sent,88,No,Yes,8514.56,No
CUST_10054,2024-03-02,March,Q1,Defective product received and no response from support team. Extremely frustrated.,1,0,1,3,Detractor,Returns & Refunds,Tablet,Home Appliances,Product not as described,Pune,Social Media,Agent_Neha,Escalated to Manager,40,Yes,Yes,85510.11,Yes
CUST_10055,2023-06-10,June,Q2,Delivery was on time but packaging could be better. Product works as expected.,3,0,0,3,Detractor,Customer Support,Refrigerator,Mobile & Accessories,Installation issue,Delhi,Phone Call,Agent_Rahul,Closed - No Action,89,Yes,No,89274.77,No
CUST_10056,2024-04-09,April,Q2,Outstanding quality product and excellent after sales support. Highly recommended.,5,1,0,8,Passive,Returns & Refunds,Mobile Phone,Home Appliances,None,Kolkata,Website,Agent_Divya,Replacement Sent,103,Yes,No,140083.43,No
CUST_10057,2023-05-26,May,Q2,Mixed experience. Product is good but delivery tracking system needs improvement.,5,1,0,1,Detractor,Product Quality,Mobile Phone,Computing,None,Bangalore,Website,Agent_Raj,Refund Processed,96,No,No,123723.93,No
CUST_10058,2024-02-17,February,Q1,Outstanding quality product and excellent after sales support. Highly recommended.,5,1,0,0,Detractor,After Sales Service,Washing Machine,Electronics,None,Ahmedabad,Email,Agent_Divya,Resolved,114,No,No,65088.29,No
CUST_10059,2024-08-12,August,Q3,Extremely poor after sales service. Technician visited twice still could not fix issue.,3,0,0,9,Promoter,Product Quality,Tablet,Computing,Installation issue,Kolkata,In Store Visit,Agent_Rahul,Pending,67,Yes,No,97900.67,No
CUST_10060,2023-04-04,April,Q2,Product is defective and return process is a nightmare. Waiting 3 weeks for refund.,5,1,0,7,Passive,Technical Support,Smart Watch,Mobile & Accessories,None,Pune,Live Chat,Agent_Pooja,Replacement Sent,14,No,No,128731.1,No
CUST_10061,2024-07-17,July,Q3,Nothing special about this product. Does what it says but lacks premium feel.,5,1,0,10,Promoter,After Sales Service,Laptop,Audio & Video,None,Delhi,Live Chat,Agent_Raj,Escalated to Manager,15,Yes,No,145542.62,Yes
CUST_10062,2023-07-12,July,Q3,Outstanding customer service! Agent resolved my issue within minutes. Will buy again.,4,1,0,7,Passive,Technical Support,Camera,Computing,None,Ahmedabad,Mobile App,Agent_Neha,Resolved,27,No,Yes,40424.91,No
CUST_10063,2024-09-15,September,Q3,Loved the product completely. Worth every penny. Customer service was also excellent.,2,0,1,1,Detractor,Customer Support,Refrigerator,Home Appliances,Product not as described,Kolkata,In Store Visit,Agent_Rahul,Refund Processed,12,No,Yes,34092.75,No
CUST_10064,2023-10-26,October,Q4,Product broke within first week. Clearly poor quality control. Do not buy.,4,1,0,3,Detractor,Payment & Billing,Camera,Audio & Video,None,Pune,Website,Agent_Neha,Closed - No Action,32,No,Yes,68789.58,No
CUST_10065,2023-03-13,March,Q1,Customer service was responsive but took 3 days to resolve a simple query.,4,1,0,9,Promoter,Sales,Washing Machine,Audio & Video,None,Hyderabad,Website,Agent_Arjun,Escalated to Manager,106,No,First Time,883.51,Yes
CUST_10066,2023-06-02,June,Q2,Product is defective and return process is a nightmare. Waiting 3 weeks for refund.,5,1,0,3,Detractor,After Sales Service,Smart Watch,Audio & Video,None,Hyderabad,Live Chat,Agent_Arjun,Refund Processed,49,Yes,No,68574.02,No
CUST_10067,2024-02-25,February,Q1,Excellent customer support and fast resolution. Very happy with the service provided.,4,1,0,7,Passive,Technical Support,Laptop,Electronics,None,Ahmedabad,Mobile App,Agent_Vikram,Closed - No Action,85,Yes,First Time,118962.85,No
CUST_10068,2023-12-06,December,Q4,Worst delivery experience. Package left outside in rain. Product damaged. No accountability.,2,0,1,7,Passive,After Sales Service,Mobile Phone,Mobile & Accessories,Wrong item sent,Delhi,In Store Visit,Agent_Neha,Resolved,53,Yes,Yes,130704.48,No
CUST_10069,2024-02-12,February,Q1,Outstanding quality product and excellent after sales support. Highly recommended.,3,0,0,3,Detractor,Technical Support,Mobile Phone,Electronics,Defective product,Pune,Live Chat,Agent_Neha,Refund Processed,80,No,First Time,10728.9,No
CUST_10070,2024-10-10,October,Q4,Excellent quality product. Exactly as described. Packaging was very good too.,4,1,0,5,Detractor,After Sales Service,Mobile Phone,Mobile & Accessories,None,Bangalore,Mobile App,Agent_Raj,Resolved,6,No,Yes,48994.01,No
CUST_10071,2024-06-27,June,Q2,Amazing service! Had a small issue and support team resolved it immediately. 5 stars.,4,1,0,7,Passive,Customer Support,Headphones,Audio & Video,None,Bangalore,Phone Call,Agent_Priya,Refund Processed,112,Yes,First Time,57690.37,No
CUST_10072,2024-10-15,October,Q4,Okay experience overall. Some minor issues at start but sorted out eventually.,2,0,1,5,Detractor,After Sales Service,Washing Machine,Audio & Video,Rude staff,Kolkata,Mobile App,Agent_Rahul,Closed - No Action,87,No,Yes,82216.42,No
CUST_10073,2024-12-07,December,Q4,Pathetic quality and even worse customer support. No resolution after 5 escalations.,3,0,0,4,Detractor,After Sales Service,Washing Machine,Electronics,Late delivery,Kolkata,Phone Call,Agent_Vikram,Closed - No Action,31,No,No,57513.96,No
CUST_10074,2024-02-10,February,Q1,Perfect condition arrived on time. Very pleased with the purchase and service.,5,1,0,3,Detractor,Product Quality,Washing Machine,Home Appliances,None,Mumbai,In Store Visit,Agent_Neha,Escalated to Manager,100,No,First Time,119929.59,Yes
CUST_10075,2024-11-06,November,Q4,Extremely poor after sales service. Technician visited twice still could not fix issue.,5,1,0,4,Detractor,Delivery & Shipping,Television,Mobile & Accessories,None,Mumbai,Live Chat,Agent_Neha,Resolved,75,Yes,Yes,55046.75,No
CUST_10076,2023-07-25,July,Q3,Product is decent but a bit overpriced compared to competitors. Would consider again.,5,1,0,5,Detractor,Technical Support,Television,Electronics,None,Kolkata,Website,Agent_Amit,Escalated to Manager,117,No,No,123791.13,Yes
CUST_10077,2023-05-25,May,Q2,Worst experience ever. Delivery delayed by 3 weeks and product arrived damaged.,4,1,0,10,Promoter,Sales,Refrigerator,Mobile & Accessories,None,Hyderabad,Email,Agent_Vikram,Resolved,34,No,No,80717.56,No
CUST_10078,2024-01-16,January,Q1,Loved the product completely. Worth every penny. Customer service was also excellent.,4,1,0,10,Promoter,Returns & Refunds,Mobile Phone,Computing,None,Ahmedabad,Email,Agent_Divya,Refund Processed,42,Yes,Yes,137330.76,No
CUST_10079,2024-10-26,October,Q4,Billing issue has not been resolved for 2 months. No one from team is responding.,5,1,0,6,Detractor,Delivery & Shipping,Headphones,Computing,None,Bangalore,Email,Agent_Rahul,Escalated to Manager,64,Yes,Yes,17860.01,Yes
CUST_10080,2024-12-14,December,Q4,Very impressed with the quality. Customer service was quick and very professional.,4,1,0,5,Detractor,Sales,Camera,Home Appliances,None,Bangalore,Social Media,Agent_Priya,Closed - No Action,79,Yes,No,61513.32,No
CUST_10081,2024-01-07,January,Q1,Amazing service! Had a small issue and support team resolved it immediately. 5 stars.,4,1,0,10,Promoter,Technical Support,Mobile Phone,Home Appliances,None,Hyderabad,Email,Agent_Vikram,Escalated to Manager,25,Yes,No,145246.93,Yes
CUST_10082,2023-01-22,January,Q1,Product is acceptable for everyday use. Not best quality but adequate for price paid.,5,1,0,9,Promoter,Technical Support,Laptop,Home Appliances,None,Chennai,Phone Call,Agent_Divya,Pending,9,Yes,First Time,124557.77,No
CUST_10083,2023-12-03,December,Q4,Average quality product. Setup was straightforward. Neither impressed nor disappointed.,5,1,0,10,Promoter,Product Quality,Television,Electronics,None,Kolkata,Website,Agent_Amit,Pending,70,Yes,Yes,37972.8,No
CUST_10084,2023-09-01,September,Q3,Received a used product in place of new one. Customer care keeps putting me on hold.,2,0,1,7,Passive,Technical Support,Tablet,Computing,Wrong item sent,Mumbai,Phone Call,Agent_Raj,Resolved,95,Yes,Yes,63433.6,No
CUST_10085,2024-08-30,August,Q3,Wonderful experience shopping here. Easy return policy and very helpful support.,5,1,0,7,Passive,After Sales Service,Mobile Phone,Electronics,None,Chennai,In Store Visit,Agent_Rahul,Replacement Sent,101,No,First Time,136358.38,No
CUST_10086,2024-02-16,February,Q1,Excellent build quality and performance. Setup was easy. Works flawlessly.,1,0,1,4,Detractor,Delivery & Shipping,Headphones,Audio & Video,Late delivery,Ahmedabad,Mobile App,Agent_Neha,Resolved,42,Yes,Yes,91440.46,No
CUST_10087,2024-12-30,December,Q4,Product overheats dangerously. Reported multiple times but no action taken yet.,5,1,0,10,Promoter,Sales,Air Conditioner,Audio & Video,None,Kolkata,Social Media,Agent_Arjun,Refund Processed,56,Yes,First Time,15327.18,No
CUST_10088,2024-03-16,March,Q1,Product stopped working after first use. Very bad quality control.,5,1,0,5,Detractor,Returns & Refunds,Smart Watch,Mobile & Accessories,None,Pune,Live Chat,Agent_Neha,Closed - No Action,54,No,No,109577.07,No
CUST_10089,2024-12-04,December,Q4,Very happy with my purchase. Product exceeded my expectations. Price is reasonable.,4,1,0,2,Detractor,Delivery & Shipping,Smart Watch,Audio & Video,None,Delhi,Website,Agent_Priya,Resolved,56,No,First Time,14936.38,No
CUST_10090,2024-07-29,July,Q3,Product overheats dangerously. Reported multiple times but no action taken yet.,1,0,1,9,Promoter,Delivery & Shipping,Air Conditioner,Audio & Video,Defective product,Pune,Live Chat,Agent_Vikram,Replacement Sent,37,Yes,No,90261.31,No
CUST_10091,2024-05-08,May,Q2,Perfect condition arrived on time. Very pleased with the purchase and service.,2,0,1,8,Passive,Delivery & Shipping,Refrigerator,Audio & Video,Late delivery,Hyderabad,Website,Agent_Arjun,Escalated to Manager,98,No,Yes,42145.95,Yes
CUST_10092,2024-07-24,July,Q3,Poor quality product does not match description at all. Return process very difficult.,5,1,0,0,Detractor,Payment & Billing,Laptop,Home Appliances,None,Mumbai,Phone Call,Agent_Raj,Replacement Sent,98,No,No,46693.21,No
CUST_10093,2024-11-04,November,Q4,Top quality product and excellent service. Team went above and beyond. Thank you.,5,1,0,7,Passive,Delivery & Shipping,Headphones,Mobile & Accessories,None,Bangalore,Mobile App,Agent_Rahul,Resolved,96,No,No,79807.16,No
CUST_10094,2023-11-29,November,Q4,Billing issue has not been resolved for 2 months. No one from team is responding.,2,0,1,7,Passive,Delivery & Shipping,Tablet,Audio & Video,Defective product,Mumbai,Phone Call,Agent_Amit,Refund Processed,87,No,No,12696.44,No
CUST_10095,2023-08-09,August,Q3,Mixed experience. Product is good but delivery tracking system needs improvement.,4,1,0,0,Detractor,Delivery & Shipping,Camera,Home Appliances,None,Hyderabad,Social Media,Agent_Priya,Escalated to Manager,87,No,No,101933.7,Yes
CUST_10096,2023-02-26,February,Q1,Product is acceptable for everyday use. Not best quality but adequate for price paid.,4,1,0,6,Detractor,Returns & Refunds,Laptop,Home Appliances,None,Kolkata,Phone Call,Agent_Amit,Escalated to Manager,38,No,Yes,49554.29,Yes
CUST_10097,2024-12-21,December,Q4,Very satisfied with entire process from ordering to delivery. Exactly what I needed.,2,0,1,9,Promoter,Technical Support,Refrigerator,Computing,Defective product,Delhi,Social Media,Agent_Rahul,Closed - No Action,59,No,No,138213.78,No
CUST_10098,2023-10-24,October,Q4,Superb product at a great price. Delivery was faster than expected. Very pleased.,5,1,0,6,Detractor,Sales,Mobile Phone,Electronics,None,Mumbai,Live Chat,Agent_Amit,Refund Processed,59,Yes,No,124887.87,No
CUST_10099,2024-02-15,February,Q1,Worst delivery experience. Package left outside in rain. Product damaged. No accountability.,3,0,0,8,Passive,Delivery & Shipping,Camera,Electronics,No response,Pune,Website,Agent_Raj,Replacement Sent,29,Yes,Yes,50293.76,No
CUST_10100,2023-12-24,December,Q4,"Fantastic experience from start to finish. Order placed easily, delivered on time.",4,1,0,2,Detractor,Customer Support,Air Conditioner,Computing,None,Chennai,Email,Agent_Amit,Escalated to Manager,26,Yes,Yes,26438.1,Yes
CUST_10101,2024-08-16,August,Q3,Top quality product and excellent service. Team went above and beyond. Thank you.,4,1,0,9,Promoter,Technical Support,Smart Watch,Electronics,None,Hyderabad,Phone Call,Agent_Neha,Resolved,61,No,No,66610.11,No
CUST_10102,2023-11-14,November,Q4,Worst experience ever. Delivery delayed by 3 weeks and product arrived damaged.,4,1,0,7,Passive,After Sales Service,Smart Watch,Audio & Video,None,Mumbai,Email,Agent_Pooja,Escalated to Manager,10,No,Yes,96877.64,Yes
CUST_10103,2023-02-12,February,Q1,Very impressed with the quality. Customer service was quick and very professional.,4,1,0,5,Detractor,Returns & Refunds,Smart Watch,Electronics,None,Hyderabad,In Store Visit,Agent_Neha,Refund Processed,20,Yes,No,143679.49,No
CUST_10104,2023-02-10,February,Q1,Product is decent but a bit overpriced compared to competitors. Would consider again.,4,1,0,6,Detractor,After Sales Service,Refrigerator,Mobile & Accessories,None,Ahmedabad,In Store Visit,Agent_Arjun,Refund Processed,21,No,No,54902.74,No
CUST_10105,2024-10-08,October,Q4,Outstanding customer service! Agent resolved my issue within minutes. Will buy again.,5,1,0,5,Detractor,Delivery & Shipping,Air Conditioner,Electronics,None,Hyderabad,Email,Agent_Arjun,Replacement Sent,50,Yes,First Time,42979.97,No
CUST_10106,2023-12-25,December,Q4,Very happy with my purchase. Product exceeded my expectations. Price is reasonable.,4,1,0,10,Promoter,Sales,Washing Machine,Audio & Video,None,Bangalore,In Store Visit,Agent_Priya,Escalated to Manager,72,Yes,No,56813.56,Yes
CUST_10107,2024-03-09,March,Q1,Perfect condition arrived on time. Very pleased with the purchase and service.,1,0,1,3,Detractor,Technical Support,Camera,Home Appliances,Billing error,Mumbai,Live Chat,Agent_Raj,Pending,44,Yes,No,142176.41,No
CUST_10108,2023-04-14,April,Q2,Product quality is top notch. Been using for a month now. Works perfectly. Recommended.,2,0,1,7,Passive,Product Quality,Camera,Electronics,Product not as described,Hyderabad,Website,Agent_Divya,Pending,20,Yes,First Time,24755.96,No
CUST_10109,2023-09-01,September,Q3,Extremely poor after sales service. Technician visited twice still could not fix issue.,4,1,0,5,Detractor,Payment & Billing,Smart Watch,Audio & Video,None,Ahmedabad,Phone Call,Agent_Arjun,Pending,40,Yes,No,144856.7,No
